Linux 5.4.0-104-generic (discslab-server1) 	03/31/2022 	_x86_64_	(36 CPU)

12:04:31 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:17 PM   35   47.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   46.00

12:07:17 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:18 PM  all   56.14    0.00    8.33    0.00    0.00    0.03    0.00    0.00    0.00   35.51
12:07:18 PM    0   75.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
12:07:18 PM    1   54.55    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM    2   49.50    0.00    7.92    0.00    0.00    0.99    0.00    0.00    0.00   41.58
12:07:18 PM    3   54.55    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM    4   53.47    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   35.64
12:07:18 PM    5   56.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM    6   55.56    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM    7   55.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM    8   55.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM    9   55.56    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   37.37
12:07:18 PM   10   54.55    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM   11   55.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM   12   54.46    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   36.63
12:07:18 PM   13   80.81    0.00   18.18    0.00    0.00    0.00    0.00    0.00    0.00    1.01
12:07:18 PM   14   55.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM   15   56.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM   16   58.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   17   55.56    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   35.35
12:07:18 PM   18   57.14    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   35.71
12:07:18 PM   19   55.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM   20   54.55    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   37.37
12:07:18 PM   21   56.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   38.00
12:07:18 PM   22   56.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   23   56.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   24   56.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   25   55.45    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   37.62
12:07:18 PM   26   56.57    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM   27   38.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   52.00
12:07:18 PM   28   54.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   38.00
12:07:18 PM   29   56.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   37.00
12:07:18 PM   30   57.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   31   56.57    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   36.36
12:07:18 PM   32   55.45    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   35.64
12:07:18 PM   33   56.57    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   37.37
12:07:18 PM   34   57.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   36.00
12:07:18 PM   35   54.55    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   37.37

12:07:18 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:19 PM  all   49.19    0.00    8.38    0.00    0.00    0.03    0.00    0.00    0.00   42.40
12:07:19 PM    0   53.54    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   39.39
12:07:19 PM    1   48.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
12:07:19 PM    2   48.48    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:19 PM    3   48.48    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:19 PM    4   47.42    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:19 PM    5   48.48    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:19 PM    6   45.92    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   46.94
12:07:19 PM    7   47.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM    8   48.98    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM    9   47.47    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   45.45
12:07:19 PM   10   47.96    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM   11   48.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   12   46.46    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:19 PM   13   75.25    0.00   23.76    0.00    0.00    0.00    0.00    0.00    0.00    0.99
12:07:19 PM   14   47.96    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM   15   47.96    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM   16   48.98    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:19 PM   17   47.47    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:19 PM   18   47.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   19   48.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   20   48.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   21   48.98    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:19 PM   22   46.94    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM   23   46.46    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:19 PM   24   48.48    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:19 PM   25   48.98    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:19 PM   26   45.45    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   45.45
12:07:19 PM   27   40.59    0.00    6.93    0.00    0.00    0.99    0.00    0.00    0.00   51.49
12:07:19 PM   28   48.48    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:19 PM   29   48.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   30   73.74    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   17.17
12:07:19 PM   31   48.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   32   46.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:19 PM   33   48.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00
12:07:19 PM   34   46.46    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:19 PM   35   49.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   45.00

12:07:19 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:20 PM  all   51.25    0.00    7.79    0.00    0.00    0.03    0.00    0.00    0.00   40.93
12:07:20 PM    0   49.49    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM    1   50.51    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:20 PM    2   46.46    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   45.45
12:07:20 PM    3   49.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:20 PM    4   50.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:20 PM    5   50.51    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM    6   49.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM    7   51.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:20 PM    8   76.24    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   14.85
12:07:20 PM    9   51.49    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   41.58
12:07:20 PM   10   48.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   11   50.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:20 PM   12   48.48    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM   13   51.52    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:20 PM   14   49.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   15   49.50    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   43.56
12:07:20 PM   16   48.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:20 PM   17   51.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   18   49.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   19   51.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:20 PM   20   51.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   21   49.00    0.00    7.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:20 PM   22   50.50    0.00    6.93    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:20 PM   23   49.49    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:20 PM   24   50.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   25   52.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   26   50.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   27   41.41    0.00   10.10    0.00    0.00    1.01    0.00    0.00    0.00   47.47
12:07:20 PM   28   50.51    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM   29   50.51    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM   30   49.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:20 PM   31   51.00    0.00    6.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:20 PM   32   50.51    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:20 PM   33   49.49    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:20 PM   34   50.50    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   41.58
12:07:20 PM   35   80.20    0.00   18.81    0.00    0.00    0.00    0.00    0.00    0.00    0.99

12:07:20 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:21 PM  all   49.69    0.00    7.55    0.00    0.00    0.00    0.00    0.00    0.00   42.77
12:07:21 PM    0   50.00    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:21 PM    1   48.45    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM    2   46.39    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM    3   47.92    0.00    6.25    0.00    0.00    0.00    0.00    0.00    0.00   45.83
12:07:21 PM    4   46.39    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   46.39
12:07:21 PM    5   49.48    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM    6   47.47    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:21 PM    7   48.45    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM    8   74.23    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   16.49
12:07:21 PM    9   50.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   10   48.98    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   11   49.48    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM   12   48.98    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:21 PM   13   46.94    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   14   47.47    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   44.44
12:07:21 PM   15   47.96    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   16   45.92    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   17   48.45    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM   18   48.98    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   19   47.42    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM   20   48.45    0.00    7.22    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM   21   47.47    0.00    7.07    0.00    0.00    0.00    0.00    0.00    0.00   45.45
12:07:21 PM   22   47.42    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM   23   47.96    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   24   47.42    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   42.27
12:07:21 PM   25   48.98    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   45.92
12:07:21 PM   26   48.45    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM   27   45.92    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   28   46.94    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   44.90
12:07:21 PM   29   47.96    0.00    6.12    0.00    0.00    0.00    0.00    0.00    0.00   45.92
12:07:21 PM   30   47.92    0.00    7.29    0.00    0.00    0.00    0.00    0.00    0.00   44.79
12:07:21 PM   31   49.48    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   45.36
12:07:21 PM   32   48.98    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   43.88
12:07:21 PM   33   49.48    0.00    6.19    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM   34   46.39    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   44.33
12:07:21 PM   35   79.80    0.00   20.20    0.00    0.00    0.00    0.00    0.00    0.00    0.00

12:07:21 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:22 PM  all   49.43    0.00   10.67    0.00    0.00    0.00    0.00    0.00    0.00   39.90
12:07:22 PM    0   47.42    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   41.24
12:07:22 PM    1   48.98    0.00    9.18    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM    2   45.45    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:22 PM    3   48.48    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:22 PM    4   46.46    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:22 PM    5   46.46    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM    6   47.92    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   41.67
12:07:22 PM    7   50.51    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM    8   47.96    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   40.82
12:07:22 PM    9   47.96    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   10   47.42    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   41.24
12:07:22 PM   11   48.48    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM   12   47.96    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   13   48.98    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   40.82
12:07:22 PM   14   47.92    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   41.67
12:07:22 PM   15   48.45    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   42.27
12:07:22 PM   16   45.92    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   42.86
12:07:22 PM   17   49.49    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:22 PM   18   48.45    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   42.27
12:07:22 PM   19   47.96    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   40.82
12:07:22 PM   20   46.94    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   42.86
12:07:22 PM   21   48.98    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   42.86
12:07:22 PM   22   47.96    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   23   46.94    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   24   74.75    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   14.14
12:07:22 PM   25   48.98    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   42.86
12:07:22 PM   26   48.48    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM   27   48.98    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   40.82
12:07:22 PM   28   47.96    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   29   48.48    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:22 PM   30   44.44    0.00   14.14    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM   31   48.48    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:22 PM   32   46.94    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   41.84
12:07:22 PM   33   48.48    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   41.41
12:07:22 PM   34   48.45    0.00   10.31    0.00    0.00    0.00    0.00    0.00    0.00   41.24
12:07:22 PM   35   75.00    0.00   25.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

12:07:22 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:23 PM  all   48.35    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   40.64
12:07:23 PM    0   45.54    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   41.58
12:07:23 PM    1   47.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:23 PM    2   47.47    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:23 PM    3   48.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM    4   46.46    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   42.42
12:07:23 PM    5   46.53    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   43.56
12:07:23 PM    6   47.52    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM    7   48.48    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:23 PM    8   46.53    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM    9   47.52    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   43.56
12:07:23 PM   10   44.55    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   11   47.47    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   43.43
12:07:23 PM   12   45.54    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   13   44.55    0.00   12.87    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   14   48.04    0.00    9.80    0.00    0.00    0.00    0.00    0.00    0.00   42.16
12:07:23 PM   15   46.53    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   43.56
12:07:23 PM   16   46.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:23 PM   17   47.52    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   18   48.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM   19   49.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:23 PM   20   47.52    0.00    8.91    0.00    0.00    0.00    0.00    0.00    0.00   43.56
12:07:23 PM   21   48.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   43.00
12:07:23 PM   22   47.52    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   23   49.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM   24   76.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
12:07:23 PM   25   47.06    0.00   10.78    0.00    0.00    0.00    0.00    0.00    0.00   42.16
12:07:23 PM   26   47.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM   27   46.53    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   28   47.52    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   29   47.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM   30   44.55    0.00   13.86    0.00    0.00    0.00    0.00    0.00    0.00   41.58
12:07:23 PM   31   46.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   44.00
12:07:23 PM   32   46.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   42.00
12:07:23 PM   33   45.54    0.00   11.88    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   34   47.52    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   42.57
12:07:23 PM   35   70.00    0.00   30.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

12:07:23 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:24 PM  all   43.26    0.00   10.97    0.00    0.00    0.00    0.00    0.00    0.00   45.77
12:07:24 PM    0   42.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM    1   42.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM    2   44.55    0.00    7.92    0.00    0.00    0.00    0.00    0.00    0.00   47.52
12:07:24 PM    3   43.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM    4   42.57    0.00    9.90    0.00    0.00    0.00    0.00    0.00    0.00   47.52
12:07:24 PM    5   43.43    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM    6   42.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
12:07:24 PM    7   43.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM    8   40.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
12:07:24 PM    9   40.40    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   10   41.41    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   11   41.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM   12   40.40    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   13   40.40    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   14   43.43    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   15   42.42    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   16   40.00    0.00   11.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
12:07:24 PM   17   42.86    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   48.98
12:07:24 PM   18   41.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
12:07:24 PM   19   42.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   49.00
12:07:24 PM   20   39.39    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   21   41.41    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   22   40.00    0.00   12.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM   23   42.00    0.00   10.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM   24   74.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   13.00
12:07:24 PM   25   41.41    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   26   41.58    0.00   10.89    0.00    0.00    0.00    0.00    0.00    0.00   47.52
12:07:24 PM   27   40.40    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   28   41.41    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   29   40.40    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   30   39.00    0.00   13.00    0.00    0.00    0.00    0.00    0.00    0.00   48.00
12:07:24 PM   31   40.40    0.00   11.11    0.00    0.00    0.00    0.00    0.00    0.00   48.48
12:07:24 PM   32   40.82    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   47.96
12:07:24 PM   33   40.40    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   34   42.42    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   47.47
12:07:24 PM   35   74.00    0.00   26.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00

12:07:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:07:25 PM  all   45.41    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   45.21
12:07:25 PM    0   41.24    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   47.42
12:07:25 PM    1   45.00    0.00    8.00    0.00    0.00    0.00    0.00    0.00    0.00   47.00
